epoch, wall, LR,training_loss_force_constant,training_loss_e,training_loss,training_f_mae,training_e/N_mae,training_force_constant_mae,validation_loss_force_constant,validation_loss_e,validation_loss,validation_f_mae,validation_e/N_mae,validation_force_constant_mae
      1977, 62235.907,   0.0032,           107.18,         0.053755,           107.23,       0.0643,        0.178,          107,           278.49,         0.019437,           278.51,         0.19,         0.12,          278
      1978, 62267.223,   0.0032,           102.91,          0.28305,            103.2,       0.0658,        0.439,          103,           278.44,         0.015646,           278.46,        0.191,       0.0944,          278
      1979, 62298.754,   0.0032,           105.32,          0.33495,           105.65,       0.0731,        0.492,          105,           278.61,         0.018977,           278.63,         0.19,        0.105,          279
      1980, 62330.155,   0.0032,           102.93,          0.11611,           103.05,       0.0721,        0.247,          103,           278.52,         0.021315,           278.54,        0.192,         0.12,          279
      1981, 62361.934,   0.0032,           108.53,          0.18102,           108.71,       0.0692,         0.34,          109,           278.33,         0.029871,           278.36,        0.191,        0.153,          278
      1982, 62393.715,   0.0032,           116.69,          0.20101,           116.89,       0.0622,        0.322,          117,           277.33,          0.02284,           277.35,        0.189,        0.132,          277
      1983, 62425.018,   0.0032,           101.74,          0.17461,           101.91,       0.0685,        0.319,          102,           278.02,         0.023468,           278.05,         0.19,        0.133,          278
      1984, 62456.468,   0.0032,           104.72,          0.23028,           104.95,       0.0733,         0.43,          105,           278.18,         0.027947,           278.21,         0.19,         0.15,          278
      1985, 62488.565,   0.0032,           101.84,          0.14615,           101.99,       0.0653,        0.257,          102,            278.8,         0.022062,           278.82,        0.192,         0.13,          279
      1986, 62520.655,   0.0032,           103.28,          0.10337,           103.38,       0.0681,         0.28,          103,           278.68,         0.023642,            278.7,        0.191,        0.134,          279
      1987, 62552.731,   0.0032,            104.8,          0.16874,           104.97,       0.0659,        0.333,          105,           278.49,         0.018206,           278.51,        0.191,        0.117,          278
      1988, 62584.158,   0.0032,           104.12,          0.11172,           104.23,       0.0661,        0.275,          104,            278.9,         0.016727,           278.92,         0.19,        0.115,          279
      1989, 62615.840,   0.0032,           105.02,          0.15486,           105.17,       0.0671,        0.308,          105,           278.77,         0.022538,            278.8,         0.19,         0.14,          279
      1990, 62647.451,   0.0032,           118.23,          0.18324,           118.42,       0.0693,        0.342,          118,           278.41,          0.01941,           278.43,         0.19,        0.129,          278
      1991, 62678.930,   0.0032,           113.91,          0.12942,           114.04,       0.0736,        0.294,          114,           278.67,         0.035139,            278.7,        0.191,        0.175,          279
      1992, 62710.821,   0.0032,           111.96,          0.36548,           112.32,       0.0659,        0.438,          112,           277.72,         0.028209,           277.75,        0.191,         0.15,          278
      1993, 62742.630,   0.0032,           109.08,          0.42505,            109.5,       0.0685,        0.461,          109,           277.57,         0.040995,           277.61,        0.192,        0.174,          278
      1994, 62774.137,   0.0032,           116.35,          0.16427,           116.51,       0.0693,        0.343,          116,           278.27,         0.035786,            278.3,        0.193,        0.159,          278
      1995, 62805.501,   0.0032,           114.66,          0.10142,           114.76,       0.0709,         0.25,          115,           279.23,         0.025108,           279.26,        0.194,        0.124,          279
      1996, 62836.825,   0.0032,           115.72,          0.17725,            115.9,        0.066,        0.323,          116,           277.44,         0.019406,           277.46,        0.193,        0.107,          277
      1997, 62868.224,   0.0032,           105.17,          0.61037,           105.78,       0.0661,        0.508,          105,           277.81,         0.017348,           277.83,        0.193,        0.115,          278
      1998, 62899.515,   0.0032,           102.66,          0.54985,           103.21,       0.0689,        0.596,          103,           277.58,         0.018428,            277.6,        0.192,        0.116,          278
      1999, 62930.875,   0.0032,           105.05,          0.22303,           105.28,       0.0701,        0.376,          105,           278.37,         0.018802,           278.39,        0.192,        0.115,          278
      2000, 62962.263,   0.0032,           100.75,          0.17549,           100.93,       0.0696,        0.348,          101,            278.7,         0.017296,           278.71,        0.191,        0.115,          279
      2001, 62993.514,   0.0032,           104.76,          0.43735,           105.19,        0.067,        0.522,          105,           277.89,         0.017543,           277.91,        0.191,        0.115,          278
      2002, 63025.092,   0.0032,           110.53,          0.31349,           110.84,       0.0711,        0.444,          111,           279.29,         0.020928,           279.31,        0.193,        0.124,          279
      2003, 63056.454,   0.0032,           103.71,          0.49374,           104.21,        0.068,        0.526,          104,           277.16,         0.018432,           277.17,        0.191,        0.118,          277
      2004, 63087.659,   0.0032,            101.5,          0.32468,           101.82,       0.0674,        0.469,          101,           277.48,         0.018334,            277.5,        0.191,        0.113,          277
      2005, 63118.907,   0.0032,           109.46,         0.043726,           109.51,       0.0697,        0.161,          109,           278.34,         0.014925,           278.36,        0.194,          0.1,          278
      2006, 63150.178,   0.0032,           107.08,          0.12785,           107.21,       0.0698,         0.26,          107,           278.82,        0.0096953,           278.83,        0.192,       0.0831,          279
      2007, 63181.560,   0.0032,           103.46,          0.10774,           103.57,       0.0694,        0.272,          103,           278.41,         0.012658,           278.43,        0.193,       0.0952,          278
      2008, 63212.947,   0.0032,           109.39,         0.076201,           109.47,       0.0715,        0.232,          109,           279.37,         0.010024,           279.38,        0.194,       0.0812,          279
      2009, 63244.355,   0.0032,            106.6,           0.1119,           106.71,       0.0685,        0.262,          107,           278.26,         0.011213,           278.27,        0.193,       0.0878,          278
      2010, 63275.708,   0.0032,            111.1,          0.30604,           111.41,       0.0652,        0.435,          111,           278.59,         0.010996,            278.6,        0.191,       0.0864,          279
      2011, 63307.059,   0.0032,           106.35,          0.21122,           106.56,       0.0688,        0.382,          106,           279.06,         0.011197,           279.07,        0.191,       0.0804,          279
      2012, 63338.414,   0.0032,           107.65,         0.044486,            107.7,        0.066,        0.162,          108,           278.89,         0.014536,           278.91,        0.191,       0.0908,          279
      2013, 63369.858,   0.0032,           106.59,         0.096329,           106.68,       0.0656,        0.261,          107,           278.68,         0.012224,           278.69,        0.192,       0.0893,          279
      2014, 63401.228,   0.0032,           107.52,         0.080881,            107.6,       0.0689,        0.213,          108,           278.23,         0.012665,           278.24,        0.195,       0.0929,          278
      2015, 63432.543,   0.0032,           100.28,          0.22232,            100.5,       0.0661,         0.41,          100,           278.64,         0.011673,           278.65,        0.194,       0.0894,          279
      2016, 63463.962,   0.0032,           111.79,          0.11591,            111.9,       0.0715,        0.278,          112,           277.73,         0.012849,           277.74,        0.194,       0.0955,          278
      2017, 63495.452,   0.0032,           108.37,          0.17568,           108.55,       0.0695,        0.337,          108,            277.7,          0.01239,           277.72,        0.194,       0.0971,          278
      2018, 63526.823,   0.0032,              102,          0.48667,           102.49,       0.0675,        0.486,          102,           277.02,         0.011151,           277.03,        0.192,       0.0887,          277
      2019, 63558.112,   0.0032,           101.05,         0.062981,           101.11,       0.0673,        0.199,          101,           277.24,         0.011003,           277.25,        0.191,       0.0872,          277
      2020, 63589.383,   0.0032,           106.75,         0.056527,           106.81,       0.0722,        0.186,          107,           277.63,        0.0094511,           277.64,        0.192,        0.085,          278
      2021, 63620.669,   0.0032,           105.72,          0.12791,           105.85,       0.0662,        0.282,          106,           277.99,        0.0096597,              278,        0.191,       0.0865,          278
      2022, 63651.863,   0.0032,           106.49,         0.080507,           106.57,       0.0642,        0.235,          106,           278.17,         0.010409,           278.18,        0.191,       0.0919,          278
      2023, 63683.070,   0.0032,           102.66,           0.1164,           102.78,       0.0701,         0.27,          103,           277.88,         0.012502,            277.9,        0.192,       0.0954,          278
      2024, 63714.634,   0.0032,           100.72,          0.36949,           101.09,       0.0692,         0.41,          101,           277.89,         0.014979,            277.9,        0.194,       0.0974,          278
      2025, 63745.989,   0.0032,           101.64,          0.74635,           102.38,       0.0677,          0.7,          102,           278.06,         0.025581,           278.09,        0.195,        0.113,          278
      2026, 63777.488,   0.0032,           105.61,          0.38736,              106,       0.0708,        0.479,          106,           278.26,          0.02973,           278.29,        0.195,        0.146,          278
      2027, 63808.825,   0.0032,           102.21,          0.12451,           102.34,       0.0717,         0.23,          102,           278.64,          0.02336,           278.66,        0.193,        0.126,          279
      2028, 63840.178,   0.0032,            101.5,         0.076409,           101.58,       0.0663,        0.211,          102,           278.65,          0.02378,           278.67,        0.193,        0.124,          279
      2029, 63871.607,   0.0032,           102.45,          0.12956,           102.58,       0.0649,        0.259,          102,           278.15,         0.023148,           278.17,        0.192,        0.128,          278
      2030, 63903.662,   0.0032,           109.15,         0.092158,           109.25,       0.0711,         0.25,          109,           278.12,         0.017845,           278.13,        0.193,        0.105,          278
      2031, 63935.593,   0.0032,           117.83,          0.16239,           117.99,       0.0697,        0.305,          118,           277.72,         0.013835,           277.73,         0.19,        0.085,          278
      2032, 63966.948,   0.0032,           106.44,          0.12624,           106.57,       0.0685,        0.282,          106,           277.96,         0.015017,           277.97,         0.19,       0.0979,          278
      2033, 63998.315,   0.0032,           110.54,         0.089432,           110.63,        0.066,        0.233,          111,           276.58,         0.014922,           276.59,        0.187,       0.0873,          277
      2034, 64029.709,   0.0032,           117.93,          0.11762,           118.05,       0.0742,        0.286,          118,           278.12,         0.015593,           278.13,         0.19,       0.0924,          278
      2035, 64061.914,   0.0032,           114.66,          0.14009,            114.8,        0.069,        0.311,          115,           278.37,         0.021368,           278.39,         0.19,        0.121,          278
      2036, 64094.626,   0.0032,           105.82,          0.13958,           105.96,        0.064,        0.299,          106,           278.36,         0.019571,           278.38,         0.19,        0.109,          278
      2037, 64127.354,   0.0032,           109.07,         0.084052,           109.16,       0.0658,        0.221,          109,           277.66,         0.017612,           277.68,         0.19,        0.118,          278
      2038, 64160.222,   0.0032,           106.84,          0.10385,           106.95,       0.0667,        0.256,          107,           277.39,         0.018877,           277.41,         0.19,         0.12,          277
      2039, 64193.047,   0.0032,           102.97,         0.071794,           103.05,       0.0713,        0.206,          103,            277.7,         0.019046,           277.72,        0.191,        0.123,          278
      2040, 64225.602,   0.0032,           105.33,         0.069173,            105.4,       0.0672,        0.209,          105,           277.83,         0.015647,           277.85,        0.191,        0.112,          278
      2041, 64258.486,   0.0032,           102.36,          0.12738,           102.49,       0.0646,        0.277,          102,           278.49,          0.01844,           278.51,        0.191,        0.122,          278
      2042, 64291.074,   0.0032,           100.84,         0.088908,           100.93,       0.0649,        0.214,          101,           278.53,         0.018452,           278.55,         0.19,        0.118,          279
      2043, 64323.809,   0.0032,           101.85,           0.1107,           101.96,        0.065,        0.258,          102,           278.02,         0.020099,           278.04,        0.188,        0.118,          278
      2044, 64356.018,   0.0032,           109.58,          0.11662,           109.69,       0.0704,        0.234,          110,           277.48,         0.018555,            277.5,        0.189,        0.116,          277
      2045, 64388.391,   0.0032,           114.79,          0.60725,            115.4,       0.0682,        0.507,          115,           278.65,         0.019172,           278.67,        0.189,        0.134,          279
      2046, 64421.167,   0.0032,           117.16,          0.86654,           118.03,       0.0708,        0.672,          117,           278.91,         0.019621,           278.93,         0.19,        0.105,          279
      2047, 64453.346,   0.0032,           104.29,           0.6953,           104.98,       0.0683,        0.688,          104,           279.51,         0.021684,           279.53,        0.188,        0.105,          280
      2048, 64485.796,   0.0032,           99.042,           0.2574,           99.299,       0.0668,        0.396,           99,           279.42,         0.014028,           279.43,        0.187,        0.093,          279
      2049, 64517.764,   0.0032,           100.73,          0.11233,           100.84,       0.0672,         0.26,          101,           279.09,         0.014276,            279.1,        0.187,       0.0976,          279
      2050, 64550.202,   0.0032,           102.73,         0.067117,           102.79,       0.0669,        0.212,          103,           278.97,         0.012255,           278.98,        0.187,       0.0951,          279
      2051, 64582.188,   0.0032,            104.8,          0.12407,           104.93,       0.0666,        0.298,          105,            278.7,         0.015474,           278.71,        0.186,        0.108,          279
      2052, 64614.443,   0.0032,           115.15,          0.21776,           115.37,       0.0718,        0.306,          115,           277.73,        0.0094326,           277.74,        0.187,       0.0807,          278
      2053, 64646.262,   0.0032,           113.16,          0.19564,           113.36,        0.066,        0.333,          113,           278.45,         0.009593,           278.46,         0.19,       0.0707,          278
      2054, 64678.352,   0.0032,           119.16,         0.053712,           119.21,       0.0701,        0.176,          119,           278.44,         0.010969,           278.45,        0.189,       0.0877,          278
      2055, 64710.611,   0.0032,           111.05,         0.094533,           111.14,       0.0647,        0.246,          111,           278.57,         0.010957,           278.58,        0.188,       0.0859,          279
      2056, 64742.437,   0.0032,           106.61,          0.10682,           106.71,       0.0679,        0.249,          107,           278.78,         0.013468,           278.79,         0.19,       0.0964,          279
      2057, 64774.487,   0.0032,           104.16,          0.08759,           104.25,       0.0668,        0.236,          104,           279.25,         0.014878,           279.27,         0.19,        0.101,          279
      2058, 64806.858,   0.0032,            103.1,         0.050181,           103.15,       0.0672,        0.182,          103,           280.34,          0.01563,           280.36,         0.19,        0.104,          280
      2059, 64839.141,   0.0032,           114.77,          0.10836,           114.88,       0.0653,        0.246,          115,           280.52,         0.015475,           280.54,        0.189,        0.101,          281
      2060, 64871.585,   0.0032,           115.45,         0.065736,           115.52,       0.0665,        0.198,          115,           278.08,         0.016209,            278.1,        0.189,        0.112,          278
      2061, 64904.722,   0.0032,           106.52,          0.09009,           106.61,       0.0706,        0.236,          107,           277.62,         0.017534,           277.64,         0.19,        0.121,          278
      2062, 64937.266,   0.0032,           105.78,         0.087323,           105.87,        0.068,        0.219,          106,           277.51,         0.018815,           277.53,        0.189,        0.127,          278
      2063, 64970.338,   0.0032,           106.49,          0.17892,           106.66,       0.0654,        0.307,          106,           276.23,         0.018485,           276.25,        0.188,        0.118,          276
      2064, 65003.103,   0.0032,           108.06,          0.24964,           108.31,       0.0669,        0.348,          108,           277.05,         0.021586,           277.07,        0.187,        0.122,          277
      2065, 65036.093,   0.0032,           102.93,         0.076839,           103.01,       0.0667,         0.23,          103,           276.79,         0.024387,           276.81,        0.185,        0.131,          277
      2066, 65068.903,   0.0032,           104.48,         0.097852,           104.58,       0.0676,        0.253,          104,           276.85,         0.019456,           276.87,        0.185,        0.114,          277
      2067, 65101.270,   0.0032,           104.63,          0.12695,           104.76,       0.0645,        0.258,          105,           277.88,         0.024609,            277.9,        0.185,        0.142,          278
      2068, 65133.586,   0.0032,           101.66,          0.13335,           101.79,       0.0678,        0.287,          102,           279.18,         0.024256,            279.2,        0.186,        0.137,          279
      2069, 65165.964,   0.0032,           105.99,         0.048085,           106.04,       0.0655,        0.186,          106,           279.11,         0.024132,           279.14,        0.185,         0.14,          279
      2070, 65198.319,   0.0032,           108.99,          0.17186,           109.16,       0.0647,        0.336,          109,           279.25,          0.02464,           279.27,        0.187,        0.145,          279
      2071, 65231.026,   0.0032,           107.78,          0.16258,           107.95,       0.0623,        0.295,          108,           279.15,         0.022455,           279.17,        0.186,        0.137,          279
      2072, 65262.537,   0.0032,           99.474,          0.14293,           99.617,       0.0672,        0.275,         99.5,           278.34,         0.025886,           278.36,        0.187,        0.149,          278
      2073, 65294.731,   0.0032,           98.693,          0.19077,           98.883,       0.0707,        0.334,         98.7,           278.03,          0.02176,           278.05,        0.187,        0.131,          278
      2074, 65327.651,   0.0032,           104.47,          0.14064,           104.61,        0.069,        0.306,          104,           277.96,         0.020786,           277.98,        0.186,        0.119,          278
      2075, 65360.591,   0.0032,            112.2,          0.23362,           112.43,       0.0685,        0.363,          112,            277.5,          0.01853,           277.52,        0.187,        0.102,          278
      2076, 65392.820,   0.0032,           111.75,          0.10159,           111.85,       0.0656,        0.251,          112,           277.66,         0.014426,           277.67,        0.188,        0.101,          278
      2077, 65425.238,   0.0032,           111.38,          0.23986,           111.62,       0.0687,        0.377,          111,            278.3,         0.015046,           278.31,        0.189,        0.102,          278
      2078, 65458.183,   0.0032,           112.74,         0.097424,           112.84,       0.0686,        0.259,          113,           277.12,         0.013695,           277.14,        0.189,        0.106,          277
      2079, 65490.551,   0.0032,           115.29,          0.29845,           115.59,       0.0687,        0.478,          115,           277.05,         0.011332,           277.06,        0.189,       0.0948,          277
      2080, 65522.868,   0.0032,           111.35,          0.17378,           111.53,       0.0701,        0.343,          111,            276.8,         0.011874,           276.81,         0.19,        0.102,          277
      2081, 65555.289,   0.0032,           105.15,         0.068837,           105.22,       0.0651,        0.218,          105,           277.19,         0.014474,           277.21,        0.189,       0.0991,          277
      2082, 65587.913,   0.0032,           107.41,          0.26452,           107.67,        0.071,        0.374,          107,           278.26,         0.017018,           278.28,        0.191,        0.112,          278
      2083, 65620.116,   0.0032,           102.18,          0.23581,           102.42,       0.0659,        0.362,          102,           278.31,         0.019523,           278.33,        0.191,        0.117,          278
      2084, 65652.077,   0.0032,            105.9,          0.39991,            106.3,       0.0688,        0.493,          106,           278.56,         0.028201,           278.58,        0.189,        0.145,          279
      2085, 65683.744,   0.0032,           104.36,          0.18174,           104.54,       0.0655,        0.328,          104,           278.52,         0.026491,           278.55,        0.189,        0.145,          279
      2086, 65715.631,   0.0032,           98.711,         0.067954,           98.779,       0.0686,        0.224,         98.7,           278.09,         0.020247,           278.11,        0.189,        0.121,          278
      2087, 65747.805,   0.0032,           103.27,          0.51786,           103.78,       0.0676,        0.562,          103,           277.32,         0.032842,           277.35,        0.187,        0.157,          277
      2088, 65779.504,   0.0032,           105.42,           0.7841,           106.21,        0.065,        0.705,          105,           277.74,         0.036716,           277.78,        0.188,        0.178,          278
      2089, 65811.534,  0.00256,              104,          0.12172,           104.12,       0.0688,         0.27,          104,           277.95,         0.037216,           277.98,        0.188,        0.181,          278
      2090, 65843.926,  0.00256,           98.315,         0.078543,           98.393,        0.065,        0.227,         98.3,           277.72,         0.030743,           277.75,        0.188,        0.163,          278
      2091, 65875.882,  0.00256,           102.04,         0.064698,            102.1,       0.0675,        0.198,          102,           277.85,         0.023068,           277.87,        0.188,        0.138,          278
      2092, 65907.760,  0.00256,           100.56,          0.10414,           100.67,       0.0649,        0.269,          101,           277.95,         0.018632,           277.96,        0.188,         0.12,          278
      2093, 65939.802,  0.00256,           97.502,         0.090752,           97.593,       0.0667,        0.222,         97.5,           278.53,         0.019301,           278.55,        0.189,        0.124,          279
      2094, 65971.768,  0.00256,           99.199,         0.085428,           99.284,       0.0664,        0.222,         99.2,           277.93,         0.020136,           277.95,        0.188,        0.129,          278
      2095, 66004.215,  0.00256,           99.431,           0.1886,           99.619,       0.0654,        0.279,         99.4,           277.52,         0.017136,           277.53,        0.189,        0.115,          278
      2096, 66036.325,  0.00256,           98.062,          0.10917,           98.171,        0.067,        0.263,         98.1,           278.01,         0.014016,           278.02,        0.189,       0.0998,          278
      2097, 66068.345,  0.00256,           100.74,           0.1027,           100.84,       0.0668,        0.254,          101,           279.23,         0.014289,           279.24,        0.189,       0.0958,          279
      2098, 66100.448,  0.00256,           105.01,         0.060897,           105.07,       0.0674,        0.176,          105,           279.55,         0.014787,           279.57,         0.19,        0.106,          280
      2099, 66132.754,  0.00256,           100.46,         0.051332,           100.51,       0.0682,        0.174,          100,           278.83,         0.015952,           278.84,        0.189,        0.113,          279
      2100, 66165.645,  0.00256,           101.52,         0.043313,           101.56,       0.0637,        0.165,          102,           278.99,         0.016662,           279.01,        0.189,        0.119,          279
      2101, 66197.579,  0.00256,           98.527,         0.039119,           98.567,       0.0674,        0.146,         98.5,           278.94,          0.01463,           278.95,        0.187,        0.109,          279
      2102, 66229.232,  0.00256,           100.22,         0.058403,           100.27,       0.0658,        0.173,          100,           278.72,         0.015288,           278.74,        0.187,        0.111,          279
      2103, 66261.123,  0.00256,           102.29,          0.08402,           102.38,       0.0659,        0.222,          102,           278.83,         0.013859,           278.84,        0.188,        0.105,          279
      2104, 66293.001,  0.00256,           101.33,         0.070807,            101.4,       0.0657,        0.208,          101,            278.3,         0.016173,           278.32,        0.187,        0.117,          278
      2105, 66325.495,  0.00256,           98.698,          0.10973,           98.808,        0.068,        0.256,         98.7,           278.75,         0.013638,           278.76,        0.188,        0.105,          279
      2106, 66357.393,  0.00256,           102.15,          0.15957,            102.3,       0.0679,        0.344,          102,            278.8,         0.012982,           278.81,        0.187,        0.097,          279
      2107, 66389.393,  0.00256,           99.333,         0.074362,           99.408,       0.0681,         0.21,         99.3,           279.49,         0.012244,           279.51,        0.187,       0.0926,          279
      2108, 66421.696,  0.00256,            101.7,          0.12154,           101.82,       0.0673,        0.275,          102,           280.17,         0.012705,           280.18,        0.188,       0.0906,          280
      2109, 66453.858,  0.00256,           99.471,          0.26958,           99.741,        0.066,        0.434,         99.5,           280.15,         0.014924,           280.16,        0.188,        0.107,          280
      2110, 66486.062,  0.00256,           100.43,            0.149,           100.58,       0.0679,        0.335,          100,            279.5,         0.016456,           279.52,         0.19,        0.109,          280
      2111, 66517.837,  0.00256,           107.59,           0.1068,            107.7,       0.0673,        0.262,          108,           278.56,         0.016432,           278.58,        0.189,        0.109,          279
      2112, 66549.676,  0.00256,           100.75,         0.078303,           100.83,       0.0695,        0.223,          101,           280.07,          0.01863,           280.09,        0.191,        0.118,          280
      2113, 66581.658,  0.00256,           98.707,         0.069835,           98.777,       0.0656,         0.21,         98.7,           279.89,         0.018673,           279.91,        0.191,        0.115,          280
      2114, 66613.366,  0.00256,           99.778,         0.065065,           99.843,       0.0652,        0.198,         99.8,           279.66,         0.014568,           279.68,        0.189,        0.103,          280
      2115, 66645.048,  0.00256,           98.325,         0.049585,           98.374,       0.0688,        0.155,         98.3,           280.19,         0.013068,            280.2,         0.19,       0.0929,          280
      2116, 66677.081,  0.00256,           100.02,         0.059243,           100.08,       0.0686,        0.196,          100,            280.2,         0.015221,           280.22,        0.188,        0.106,          280
      2117, 66709.102,  0.00256,           101.31,         0.074887,           101.38,        0.067,        0.217,          101,           279.31,         0.013778,           279.32,        0.188,        0.102,          279
      2118, 66741.195,  0.00256,           103.58,         0.067086,           103.65,       0.0702,        0.182,          104,           278.82,         0.011996,           278.83,        0.188,       0.0917,          279
      2119, 66773.141,  0.00256,           99.763,         0.058153,           99.821,        0.067,        0.212,         99.8,           279.23,         0.015201,           279.24,        0.188,        0.112,          279
      2120, 66805.167,  0.00256,             97.6,         0.062207,           97.663,        0.068,          0.2,         97.6,           279.06,         0.013535,           279.08,        0.188,          0.1,          279
      2121, 66837.188,  0.00256,           95.761,          0.13854,           95.899,       0.0677,        0.252,         95.8,           279.35,         0.017536,           279.37,        0.189,        0.117,          279
      2122, 66869.256,  0.00256,           98.304,         0.044859,           98.349,       0.0663,        0.161,         98.3,           279.25,         0.016079,           279.27,        0.188,        0.111,          279
      2123, 66901.658,  0.00256,           100.68,           0.1384,           100.82,       0.0681,        0.286,          101,           279.28,         0.017265,            279.3,        0.189,        0.114,          279
      2124, 66933.913,  0.00256,           104.82,         0.059479,           104.88,       0.0664,        0.171,          105,           279.99,         0.016362,           280.01,        0.191,        0.111,          280
      2125, 66966.245,  0.00256,           100.31,          0.05515,           100.36,       0.0635,        0.194,          100,           279.36,         0.015254,           279.37,         0.19,        0.106,          279
      2126, 66998.394,  0.00256,           99.628,         0.056695,           99.685,       0.0661,        0.162,         99.6,           279.24,          0.01331,           279.25,        0.188,       0.0972,          279
      2127, 67030.497,  0.00256,           102.66,          0.10372,           102.76,       0.0674,         0.27,          103,           279.36,         0.015548,           279.37,         0.19,        0.109,          279
      2128, 67062.533,  0.00256,           106.03,          0.10339,           106.13,       0.0675,        0.259,          106,           279.62,         0.014646,           279.63,        0.188,          0.1,          280
      2129, 67094.445,  0.00256,           99.658,         0.058684,           99.717,       0.0655,        0.214,         99.7,           278.85,          0.01658,           278.87,        0.187,        0.108,          279
      2130, 67125.855,  0.00256,           102.34,          0.31851,           102.66,       0.0683,        0.399,          102,           280.15,         0.015509,           280.16,        0.187,          0.1,          280
      2131, 67157.513,  0.00256,           103.48,          0.20281,           103.68,       0.0675,        0.402,          103,           280.48,         0.016398,            280.5,        0.189,       0.0976,          280
      2132, 67189.619,  0.00256,           99.922,         0.072599,           99.994,       0.0668,        0.218,         99.9,           280.39,         0.014901,           280.41,        0.189,        0.107,          280
      2133, 67221.950,  0.00256,           96.897,         0.045591,           96.942,        0.068,        0.153,         96.9,           280.46,         0.013908,           280.47,        0.188,        0.104,          280
      2134, 67254.633,  0.00256,           103.88,         0.064964,           103.94,       0.0656,        0.207,          104,           280.64,         0.014019,           280.66,         0.19,        0.109,          281
      2135, 67286.933,  0.00256,           100.59,         0.072759,           100.67,       0.0664,        0.191,          101,           280.21,         0.013816,           280.23,         0.19,        0.108,          280
      2136, 67319.024,  0.00256,           100.94,          0.11593,           101.05,        0.069,         0.24,          101,           280.24,         0.014027,           280.25,         0.19,        0.102,          280
      2137, 67351.371,  0.00256,            101.7,          0.07138,           101.77,       0.0676,        0.224,          102,           279.96,         0.013407,           279.97,        0.189,        0.094,          280
      2138, 67383.475,  0.00256,           105.09,          0.08447,           105.17,       0.0627,        0.232,          105,            279.4,         0.013954,           279.42,        0.189,       0.0981,          279
      2139, 67416.113,  0.00256,           96.676,         0.071062,           96.747,       0.0657,        0.215,         96.7,           279.07,          0.01786,           279.09,        0.189,        0.121,          279
      2140, 67448.558,  0.00256,           96.319,         0.091155,            96.41,       0.0656,        0.252,         96.3,           279.13,         0.016518,           279.15,        0.189,        0.111,          279
      2141, 67480.868,  0.00256,           99.332,         0.055599,           99.388,       0.0683,        0.187,         99.3,           279.04,         0.017036,           279.06,        0.189,        0.115,          279
      2142, 67513.010,  0.00256,           96.979,         0.072711,           97.051,       0.0681,        0.227,           97,           278.92,         0.017196,           278.94,        0.187,        0.117,          279
      2143, 67544.844,  0.00256,           97.001,         0.044868,           97.046,       0.0689,        0.161,           97,            279.1,         0.012744,           279.11,        0.187,        0.099,          279
      2144, 67576.886,  0.00256,           100.86,         0.048573,           100.91,       0.0654,        0.173,          101,           279.41,         0.014854,           279.42,        0.187,        0.104,          279
      2145, 67608.942,  0.00256,           106.52,          0.10846,           106.63,       0.0631,        0.236,          107,           280.04,         0.013076,           280.05,        0.186,       0.0913,          280
      2146, 67641.779,  0.00256,           103.38,         0.092892,           103.48,       0.0642,        0.257,          103,           279.84,         0.014794,           279.85,        0.187,        0.102,          280
      2147, 67674.410,  0.00256,           96.339,         0.075783,           96.415,       0.0635,        0.222,         96.3,           279.85,         0.014582,           279.86,        0.187,       0.0903,          280
      2148, 67706.440,  0.00256,           102.78,         0.061726,           102.84,       0.0668,        0.194,          103,           279.73,         0.017532,           279.75,        0.187,         0.11,          280
      2149, 67738.556,  0.00256,           107.98,          0.12834,           108.11,       0.0661,        0.283,          108,           279.72,         0.020749,           279.75,        0.187,        0.123,          280
      2150, 67771.212,  0.00256,            112.7,           0.2319,           112.94,       0.0667,        0.344,          113,           280.11,         0.018227,           280.12,        0.186,        0.115,          280
      2151, 67803.001,  0.00256,           98.132,         0.085882,           98.218,       0.0669,        0.239,         98.1,           280.32,         0.018404,           280.34,        0.188,        0.115,          280
      2152, 67835.145,  0.00256,           96.582,         0.065162,           96.647,       0.0659,        0.198,         96.6,           279.37,          0.01857,           279.39,        0.188,        0.113,          279
      2153, 67867.209,  0.00256,           95.072,         0.047871,            95.12,       0.0659,        0.162,         95.1,           280.03,         0.019236,           280.05,        0.188,         0.11,          280
      2154, 67899.926,  0.00256,           97.518,          0.20579,           97.724,       0.0659,        0.364,         97.5,           280.17,         0.020487,           280.19,        0.187,        0.119,          280
      2155, 67931.982,  0.00256,           99.696,         0.045703,           99.742,       0.0669,        0.181,         99.7,           279.51,         0.016495,           279.53,        0.188,        0.101,          280
      2156, 67963.908,  0.00256,           96.308,          0.11267,           96.421,       0.0633,        0.256,         96.3,           279.15,         0.017215,           279.17,        0.189,        0.104,          279
      2157, 67996.009,  0.00256,           96.931,         0.091063,           97.022,       0.0667,        0.207,         96.9,           279.27,         0.018287,           279.29,        0.189,        0.114,          279
      2158, 68028.252,  0.00256,           104.46,         0.045244,           104.51,       0.0667,         0.17,          104,           280.22,          0.01471,           280.23,        0.188,       0.0991,          280
      2159, 68060.246,  0.00256,              109,         0.087137,           109.09,       0.0656,        0.232,          109,           279.91,         0.012604,           279.92,        0.186,        0.092,          280
      2160, 68092.456,  0.00256,           98.358,         0.056615,           98.415,       0.0667,         0.19,         98.4,           279.18,         0.011266,           279.19,        0.185,       0.0888,          279
