epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
   13,    61,             1369,           1344.9,           24.095,          0.24161,           4.9086,           1344.9
   13,    62,           858.41,           856.97,           1.4442,          0.55266,           1.2017,           856.97
   13,    63,             1003,            978.3,           24.677,          0.13888,           4.9676,            978.3
   13,    64,           1232.9,           1199.1,           33.722,          0.38117,           5.8071,           1199.1
   13,    65,           784.04,           783.83,          0.20821,         0.064787,           0.4563,           783.83
   13,    66,           946.44,           944.56,           1.8713,          0.19475,            1.368,           944.56
   13,    67,           982.85,           908.97,           73.883,          0.18099,           8.5955,           908.97
   13,    68,           652.19,           502.78,           149.41,          0.12849,           12.223,           502.78
   13,    69,           1127.1,           1126.8,          0.35371,          0.10127,          0.59474,           1126.8
   13,    70,           579.21,           578.96,          0.24576,          0.24768,          0.49574,           578.96
   13,    71,           440.79,           439.64,           1.1495,         0.059007,           1.0722,           439.64
   13,    72,           1016.2,           925.32,           90.857,          0.83693,           9.5319,           925.32
   13,    73,           1384.3,           1382.4,            1.844,          0.26451,           1.3579,           1382.4
   13,    74,           516.96,           515.26,           1.7044,          0.52017,           1.3055,           515.26
   13,    75,           1272.4,           1238.8,           33.688,           1.2767,           5.8041,           1238.8
   13,    76,           249.53,              231,           18.525,       4.1449e-06,           4.3041,              231
   13,    77,           1846.6,           1837.3,              9.3,          0.22172,           3.0496,           1837.3
   13,    78,           1514.2,             1510,           4.2008,         0.034955,           2.0496,             1510
   13,    79,           862.01,           836.13,           25.876,          0.10495,           5.0869,           836.13
   13,    80,           690.75,           664.91,           25.845,           0.2704,           5.0838,           664.91
   13,    81,           1095.8,           1069.9,           25.944,          0.28539,           5.0935,           1069.9
